route_id,service_id,trip_id,shape_id,trip_headsign,trip_short_name,direction_id,block_id,wheelchair_accessible
sbb-92-EV1J-1,Special#4974,sbb-92-EV1J-1-1-46-R-44-Special#4974-879-1108,sbb-92-EV1J-1-1-46-R-44,"Uetikon am See, Bahnhof",80334,1,,2
sbb-92-EV1J-1,Special#4974,sbb-92-EV1J-1-1-46-R-44-Special#4974-880-1109,sbb-92-EV1J-1-1-46-R-44,"Uetikon am See, Bahnhof",80336,1,,2
sbb-92-EV1J-1,Special#4974,sbb-92-EV1J-1-1-46-R-44-Special#4974-882-1110,sbb-92-EV1J-1-1-46-R-44,"Uetikon am See, Bahnhof",80338,1,,2
sbb-92-EV1J-1,Special#4974,sbb-92-EV1J-1-1-46-R-44-Special#4974-875-1111,sbb-92-EV1J-1-1-46-R-44,"Uetikon am See, Bahnhof",80340,1,,2
sbb-92-EV1J-1,Special#1190,sbb-92-EV1J-1-1-71-R-67-Special#1190-1249-1112,sbb-92-EV1J-1-1-71-R-67,"Romanshorn, Bahnhof",80341,1,,2
sbb-92-EV1J-1,Special#4974,sbb-92-EV1J-1-1-46-R-44-Special#4974-883-1113,sbb-92-EV1J-1-1-46-R-44,"Uetikon am See, Bahnhof",80342,1,,2
sbb-92-EV1J-1,Special#4974,sbb-92-EV1J-1-1-46-R-44-Special#4974-876-1114,sbb-92-EV1J-1-1-46-R-44,"Uetikon am See, Bahnhof",80344,1,,2
sbb-92-EV1J-1,Special#1190,sbb-92-EV1J-1-1-71-R-67-Special#1190-1240-1115,sbb-92-EV1J-1-1-71-R-67,"Romanshorn, Bahnhof",80345,1,,2
sbb-92-EV1J-1,Special#1433,sbb-92-EV1J-1-1-46-R-44-Special#1433-881-1116,sbb-92-EV1J-1-1-46-R-44,"Uetikon am See, Bahnhof",80346,1,,2
sbb-92-EV1J-1,Special#1433,sbb-92-EV1J-1-1-46-R-44-Special#1433-878-1117,sbb-92-EV1J-1-1-46-R-44,"Uetikon am See, Bahnhof",80348,1,,2
sbb-92-EV1J-1,Special#1190,sbb-92-EV1J-1-1-71-R-67-Special#1190-1202-1118,sbb-92-EV1J-1-1-71-R-67,"Romanshorn, Bahnhof",80349,1,,2
sbb-92-EV1J-1,Special#1433,sbb-92-EV1J-1-1-46-R-44-Special#1433-884-1119,sbb-92-EV1J-1-1-46-R-44,"Uetikon am See, Bahnhof",80350,1,,2
sbb-92-EV1J-1,Special#4975,sbb-92-EV1J-1-1-36-R-34-Special#4975-761-1120,sbb-92-EV1J-1-1-36-R-34,"Zürich Oerlikon, Bahnhof Nord",80357,1,,2
sbb-92-EV1J-1,Special#1190,sbb-92-EV1J-1-1-71-R-67-Special#1190-1204-1121,sbb-92-EV1J-1-1-71-R-67,"Romanshorn, Bahnhof",80357,1,,2
sbb-92-EV1J-1,Special#4975,sbb-92-EV1J-1-1-36-R-34-Special#4975-760-1122,sbb-92-EV1J-1-1-36-R-34,"Zürich Oerlikon, Bahnhof Nord",80359,1,,2
sbb-92-EV1J-1,Special#4975,sbb-92-EV1J-1-1-36-R-34-Special#4975-759-1123,sbb-92-EV1J-1-1-36-R-34,"Zürich Oerlikon, Bahnhof Nord",80361,1,,2
sbb-92-EV1J-1,Special#1190,sbb-92-EV1J-1-1-71-R-67-Special#1190-1207-1124,sbb-92-EV1J-1-1-71-R-67,"Romanshorn, Bahnhof",80361,1,,2
sbb-92-EV1J-1,Special#4975,sbb-92-EV1J-1-1-36-R-34-Special#4975-762-1125,sbb-92-EV1J-1-1-36-R-34,"Zürich Oerlikon, Bahnhof Nord",80363,1,,2
