trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
vvs-31-965-1-1-2-R-0-Special#3-31-16,06:33:00,06:33:00,de:08117:91:0:R1,2,,0,0,2156.11
vvs-31-965-1-1-2-R-0-Special#3-31-16,06:34:00,06:34:00,de:08117:90:0:R1,3,,0,0,2373.16
vvs-31-965-1-1-2-R-0-Special#3-31-16,06:37:00,06:37:00,de:08117:47:0:R1,4,,0,0,4877.99
vvs-31-965-1-1-2-R-0-Special#3-31-16,06:38:00,06:38:00,de:08117:46:0:R1,5,,0,0,5420.24
vvs-31-965-1-1-2-R-0-Special#3-31-16,06:40:00,06:40:00,de:08117:45:0:R1,6,,0,0,6037.72
vvs-31-965-1-1-2-R-0-Special#3-31-16,06:44:00,06:44:00,de:08117:114:0:H1,7,,0,0,7745.28
vvs-31-965-1-1-2-R-0-Special#3-31-16,06:47:00,06:47:00,de:08117:44:0:R1,8,,0,0,8320.11
vvs-31-965-1-1-2-R-0-Special#3-31-16,06:48:00,06:48:00,de:08117:43:2:R1,9,,0,0,8825.19
vvs-31-965-1-1-2-R-0-Special#3-31-16,06:49:00,06:49:00,de:08117:42:2:R1,10,,0,0,9529.75
vvs-31-965-1-1-2-R-0-Special#3-31-16,06:50:00,06:50:00,de:08117:41:2:R1,11,,0,0,9720.4
vvs-31-965-1-1-2-R-0-Special#3-31-16,06:52:00,06:52:00,de:08117:8:0:D,12,,0,0,10169.21
vvs-31-965-1-1-2-R-0-Special#3-31-16,06:53:00,06:53:00,de:08117:7:2:R1,13,,0,0,10447.17
vvs-31-965-1-1-2-R-0-Special#3-31-16,06:55:00,06:55:00,de:08117:5:0:R1,14,,0,0,11050.11
vvs-31-965-1-1-2-R-0-Special#3-31-16,06:56:00,06:56:00,de:08117:4:2:R1,15,,0,0,11449.12
vvs-31-965-1-1-2-R-0-Special#3-31-16,06:59:00,06:59:00,de:08117:6001:0:B,16,,0,0,12176.5
vvs-31-965-1-1-2-R-0-Special#3-33-17,07:30:00,07:30:00,de:08117:92:0:R1,1,,0,0,0.0
vvs-31-965-1-1-2-R-0-Special#3-33-17,07:33:00,07:33:00,de:08117:91:0:R1,2,,0,0,2156.11
vvs-31-965-1-1-2-R-0-Special#3-33-17,07:34:00,07:34:00,de:08117:90:0:R1,3,,0,0,2373.16
vvs-31-965-1-1-2-R-0-Special#3-33-17,07:37:00,07:37:00,de:08117:47:0:R1,4,,0,0,4877.99
vvs-31-965-1-1-2-R-0-Special#3-33-17,07:38:00,07:38:00,de:08117:46:0:R1,5,,0,0,5420.24
vvs-31-965-1-1-2-R-0-Special#3-33-17,07:40:00,07:40:00,de:08117:45:0:R1,6,,0,0,6037.72
vvs-31-965-1-1-2-R-0-Special#3-33-17,07:44:00,07:44:00,de:08117:114:0:H1,7,,0,0,7745.28
vvs-31-965-1-1-2-R-0-Special#3-33-17,07:47:00,07:47:00,de:08117:44:0:R1,8,,0,0,8320.11
vvs-31-965-1-1-2-R-0-Special#3-33-17,07:48:00,07:48:00,de:08117:43:2:R1,9,,0,0,8825.19
vvs-31-965-1-1-2-R-0-Special#3-33-17,07:49:00,07:49:00,de:08117:42:2:R1,10,,0,0,9529.75
vvs-31-965-1-1-2-R-0-Special#3-33-17,07:50:00,07:50:00,de:08117:41:2:R1,11,,0,0,9720.4
vvs-31-965-1-1-2-R-0-Special#3-33-17,07:52:00,07:52:00,de:08117:8:0:D,12,,0,0,10169.21
vvs-31-965-1-1-2-R-0-Special#3-33-17,07:53:00,07:53:00,de:08117:7:2:R1,13,,0,0,10447.17
vvs-31-965-1-1-2-R-0-Special#3-33-17,07:55:00,07:55:00,de:08117:5:0:R1,14,,0,0,11050.11
vvs-31-965-1-1-2-R-0-Special#3-33-17,07:56:00,07:56:00,de:08117:4:2:R1,15,,0,0,11449.12
vvs-31-965-1-1-2-R-0-Special#3-33-17,07:59:00,07:59:00,de:08117:6001:0:B,16,,0,0,12176.5
vvs-31-965-1-1-2-R-0-Special#3-35-18,08:30:00,08:30:00,de:08117:92:0:R1,1,,0,0,0.0
vvs-31-965-1-1-2-R-0-Special#3-35-18,08:33:00,08:33:00,de:08117:91:0:R1,2,,0,0,2156.11
vvs-31-965-1-1-2-R-0-Special#3-35-18,08:34:00,08:34:00,de:08117:90:0:R1,3,,0,0,2373.16
vvs-31-965-1-1-2-R-0-Special#3-35-18,08:37:00,08:37:00,de:08117:47:0:R1,4,,0,0,4877.99
vvs-31-965-1-1-2-R-0-Special#3-35-18,08:38:00,08:38:00,de:08117:46:0:R1,5,,0,0,5420.24
vvs-31-965-1-1-2-R-0-Special#3-35-18,08:40:00,08:40:00,de:08117:45:0:R1,6,,0,0,6037.72
vvs-31-965-1-1-2-R-0-Special#3-35-18,08:44:00,08:44:00,de:08117:114:0:H1,7,,0,0,7745.28
vvs-31-965-1-1-2-R-0-Special#3-35-18,08:47:00,08:47:00,de:08117:44:0:R1,8,,0,0,8320.11
vvs-31-965-1-1-2-R-0-Special#3-35-18,08:48:00,08:48:00,de:08117:43:2:R1,9,,0,0,8825.19
vvs-31-965-1-1-2-R-0-Special#3-35-18,08:49:00,08:49:00,de:08117:42:2:R1,10,,0,0,9529.75
vvs-31-965-1-1-2-R-0-Special#3-35-18,08:50:00,08:50:00,de:08117:41:2:R1,11,,0,0,9720.4
vvs-31-965-1-1-2-R-0-Special#3-35-18,08:52:00,08:52:00,de:08117:8:0:D,12,,0,0,10169.21
vvs-31-965-1-1-2-R-0-Special#3-35-18,08:53:00,08:53:00,de:08117:7:2:R1,13,,0,0,10447.17
vvs-31-965-1-1-2-R-0-Special#3-35-18,08:55:00,08:55:00,de:08117:5:0:R1,14,,0,0,11050.11
vvs-31-965-1-1-2-R-0-Special#3-35-18,08:56:00,08:56:00,de:08117:4:2:R1,15,,0,0,11449.12
vvs-31-965-1-1-2-R-0-Special#3-35-18,08:59:00,08:59:00,de:08117:6001:0:B,16,,0,0,12176.5
vvs-31-965-1-1-2-R-0-Special#3-37-19,09:30:00,09:30:00,de:08117:92:0:R1,1,,0,0,0.0
vvs-31-965-1-1-2-R-0-Special#3-37-19,09:33:00,09:33:00,de:08117:91:0:R1,2,,0,0,2156.11
vvs-31-965-1-1-2-R-0-Special#3-37-19,09:34:00,09:34:00,de:08117:90:0:R1,3,,0,0,2373.16
vvs-31-965-1-1-2-R-0-Special#3-37-19,09:37:00,09:37:00,de:08117:47:0:R1,4,,0,0,4877.99
vvs-31-965-1-1-2-R-0-Special#3-37-19,09:38:00,09:38:00,de:08117:46:0:R1,5,,0,0,5420.24
vvs-31-965-1-1-2-R-0-Special#3-37-19,09:40:00,09:40:00,de:08117:45:0:R1,6,,0,0,6037.72
vvs-31-965-1-1-2-R-0-Special#3-37-19,09:44:00,09:44:00,de:08117:114:0:H1,7,,0,0,7745.28
