trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
sbg-80-8462-1-1-2-H-0-Special#3-37-14,06:13:00,06:13:00,de:08315:256:0:1,5,,0,0,4280.92
sbg-80-8462-1-1-2-H-0-Special#3-37-14,06:16:00,06:16:00,de:08315:616:0:1,6,,0,0,5526.38
sbg-80-8462-1-1-2-H-0-Special#3-37-14,06:19:00,06:19:00,de:08315:27636:0:1,7,,0,0,7222.76
sbg-80-8462-1-1-2-H-0-Special#3-37-14,06:20:00,06:20:00,de:08315:618:0:1,8,,0,0,7675.96
sbg-80-8462-1-1-2-H-0-Special#3-37-14,06:22:00,06:22:00,de:08315:896:0:1,9,,0,0,8292.88
sbg-80-8462-1-1-2-H-0-Special#3-37-14,06:23:00,06:23:00,de:08315:620:0:1,10,,0,0,8522.2
sbg-80-8462-1-1-2-H-0-Special#3-37-14,06:26:00,06:26:00,de:08315:6665:4:1,11,,0,0,9694.04
sbg-80-8462-1-1-2-H-0-Special#3-39-15,07:05:00,07:05:00,de:08315:6501:4:4,1,,0,0,0.0
sbg-80-8462-1-1-2-H-0-Special#3-39-15,07:08:00,07:08:00,de:08315:5206:0:2,2,,0,0,1766.12
sbg-80-8462-1-1-2-H-0-Special#3-39-15,07:09:00,07:09:00,de:08315:67:0:1,3,,0,0,2052.42
sbg-80-8462-1-1-2-H-0-Special#3-39-15,07:10:00,07:10:00,de:08315:847:0:1,4,,0,0,2246.65
sbg-80-8462-1-1-2-H-0-Special#3-39-15,07:13:00,07:13:00,de:08315:256:0:1,5,,0,0,4280.92
sbg-80-8462-1-1-2-H-0-Special#3-39-15,07:16:00,07:16:00,de:08315:616:0:1,6,,0,0,5526.38
sbg-80-8462-1-1-2-H-0-Special#3-39-15,07:19:00,07:19:00,de:08315:27636:0:1,7,,0,0,7222.76
sbg-80-8462-1-1-2-H-0-Special#3-39-15,07:20:00,07:20:00,de:08315:618:0:1,8,,0,0,7675.96
sbg-80-8462-1-1-2-H-0-Special#3-39-15,07:22:00,07:22:00,de:08315:896:0:1,9,,0,0,8292.88
sbg-80-8462-1-1-2-H-0-Special#3-39-15,07:23:00,07:23:00,de:08315:620:0:1,10,,0,0,8522.2
sbg-80-8462-1-1-2-H-0-Special#3-39-15,07:26:00,07:26:00,de:08315:6665:4:1,11,,0,0,9694.04
sbg-80-8462-1-1-2-H-0-Special#110-41-16,09:05:00,09:05:00,de:08315:6501:4:4,1,,0,0,0.0
sbg-80-8462-1-1-2-H-0-Special#110-41-16,09:08:00,09:08:00,de:08315:5206:0:2,2,,0,0,1766.12
sbg-80-8462-1-1-2-H-0-Special#110-41-16,09:09:00,09:09:00,de:08315:67:0:1,3,,0,0,2052.42
sbg-80-8462-1-1-2-H-0-Special#110-41-16,09:10:00,09:10:00,de:08315:847:0:1,4,,0,0,2246.65
sbg-80-8462-1-1-2-H-0-Special#110-41-16,09:13:00,09:13:00,de:08315:256:0:1,5,,0,0,4280.92
sbg-80-8462-1-1-2-H-0-Special#110-41-16,09:16:00,09:16:00,de:08315:616:0:1,6,,0,0,5526.38
sbg-80-8462-1-1-2-H-0-Special#110-41-16,09:19:00,09:19:00,de:08315:27636:0:1,7,,0,0,7222.76
sbg-80-8462-1-1-2-H-0-Special#110-41-16,09:20:00,09:20:00,de:08315:618:0:1,8,,0,0,7675.96
sbg-80-8462-1-1-2-H-0-Special#110-41-16,09:22:00,09:22:00,de:08315:896:0:1,9,,0,0,8292.88
sbg-80-8462-1-1-2-H-0-Special#110-41-16,09:23:00,09:23:00,de:08315:620:0:1,10,,0,0,8522.2
sbg-80-8462-1-1-2-H-0-Special#110-41-16,09:26:00,09:26:00,de:08315:6665:4:1,11,,0,0,9694.04
sbg-80-8462-1-1-2-H-0-Special#110-44-17,11:05:00,11:05:00,de:08315:6501:4:4,1,,0,0,0.0
sbg-80-8462-1-1-2-H-0-Special#110-44-17,11:08:00,11:08:00,de:08315:5206:0:2,2,,0,0,1766.12
sbg-80-8462-1-1-2-H-0-Special#110-44-17,11:09:00,11:09:00,de:08315:67:0:1,3,,0,0,2052.42
sbg-80-8462-1-1-2-H-0-Special#110-44-17,11:10:00,11:10:00,de:08315:847:0:1,4,,0,0,2246.65
sbg-80-8462-1-1-2-H-0-Special#110-44-17,11:13:00,11:13:00,de:08315:256:0:1,5,,0,0,4280.92
sbg-80-8462-1-1-2-H-0-Special#110-44-17,11:16:00,11:16:00,de:08315:616:0:1,6,,0,0,5526.38
sbg-80-8462-1-1-2-H-0-Special#110-44-17,11:19:00,11:19:00,de:08315:27636:0:1,7,,0,0,7222.76
sbg-80-8462-1-1-2-H-0-Special#110-44-17,11:20:00,11:20:00,de:08315:618:0:1,8,,0,0,7675.96
sbg-80-8462-1-1-2-H-0-Special#110-44-17,11:22:00,11:22:00,de:08315:896:0:1,9,,0,0,8292.88
sbg-80-8462-1-1-2-H-0-Special#110-44-17,11:23:00,11:23:00,de:08315:620:0:1,10,,0,0,8522.2
sbg-80-8462-1-1-2-H-0-Special#110-44-17,11:26:00,11:26:00,de:08315:6665:4:1,11,,0,0,9694.04
sbg-80-8462-1-1-2-H-0-Special#110-47-18,12:05:00,12:05:00,de:08315:6501:4:4,1,,0,0,0.0
sbg-80-8462-1-1-2-H-0-Special#110-47-18,12:08:00,12:08:00,de:08315:5206:0:2,2,,0,0,1766.12
sbg-80-8462-1-1-2-H-0-Special#110-47-18,12:09:00,12:09:00,de:08315:67:0:1,3,,0,0,2052.42
sbg-80-8462-1-1-2-H-0-Special#110-47-18,12:10:00,12:10:00,de:08315:847:0:1,4,,0,0,2246.65
sbg-80-8462-1-1-2-H-0-Special#110-47-18,12:13:00,12:13:00,de:08315:256:0:1,5,,0,0,4280.92
sbg-80-8462-1-1-2-H-0-Special#110-47-18,12:16:00,12:16:00,de:08315:616:0:1,6,,0,0,5526.38
sbg-80-8462-1-1-2-H-0-Special#110-47-18,12:19:00,12:19:00,de:08315:27636:0:1,7,,0,0,7222.76
sbg-80-8462-1-1-2-H-0-Special#110-47-18,12:20:00,12:20:00,de:08315:618:0:1,8,,0,0,7675.96
